id,elo_overall,match_number
matthew asciak-ma-90,1538,0
marcos conocente-ar-88,1538,0
miljan zekic-se-88,1538,0
michail elgin-ru-81,1537,0
mao xin gong-ch-87,1537,0
olivier charroin-fr-82,1537,0
nikoloz basilashvili-ge-92,1537,0
rudy coco-fr-84,1537,0
jurek stasiak-au-78,1536,0
federico cavallero-ar-88,1536,0
guillermo coria-ar-82,1536,0
seung kyu park-so-72,1535,0
dzmitry zhyrmont-be-89,1535,0
hyun woo nam-so-85,1535,0
michal mertinak-sl-79,1535,0
soong jae cho-so-90,1535,0
frank wintermantel-ge-88,1535,0
valentin dimov-bu-89,1535,0
frank moser-ge-76,1535,0
sanam singh-in-88,1535,0
thomas cazes carrere-fr-84,1534,0
karan rastogi-in-86,1534,0
jean noel insausti-fr-84,1534,0
kaes vant hof-un-86,1534,0
juan albert viloca puig-sp-73,1533,0
roman vogeli-cz-85,1533,0
irakli labadze-ge-81,1533,0
michael quintero-co-80,1533,0
jordane doble-fr-80,1533,0
federico zeballos-bo-88,1533,0
giulio torroni-it-83,1532,0
diego cristin-ar-81,1532,0
phillip simmonds-un-86,1532,0
markus eriksson-sw-89,1532,0
juan francisco spina-ar-85,1532,0
juan miguel such perez-sp-84,1532,0
peng sun-ch-83,1532,0
lovro zovko-cr-81,1532,0
vladimir obradovic-se-81,1531,0
jan greve-ge-87,1531,0
julien mathieu-fr-82,1530,0
prima simpatiaji-in-81,1530,0
ross hutchins-gr-85,1530,0
kento takeuchi-ja-87,1530,0
gaston arturo grimolizzi-ar-86,1530,0
martin rios benitez-ar-87,1529,0
oskar pallin-sw-84,1529,0
michal pazicky-sl-87,1529,0
gary lugassy-fr-82,1529,0
joseph sirianni-au-75,1529,0
michael kohlmann-ge-74,1528,0
massimo capone-it-85,1528,0
charles roche-fr-83,1528,0
adrien bossel-sw-86,1528,0
steve johnson-un-89,1528,0
jonathan marray-gr-81,1528,0
guilherme clezar-br-92,1528,0
erik chvojka-ca-86,1527,0
luis antonio perez perez-sp-81,1527,0
rickard holmstrom-sw-81,1527,0
mateusz kowalczyk-po-87,1527,0
david souto-ve-92,1527,0
di wu-ch-91,1526,0
mikhail pavlov-ru-87,1526,0
seung hoon lee-so-79,1525,0
austin krajicek-un-90,1525,0
alberto francis-un-82,1525,0
patricio alvarado-ec-89,1525,0
guillermo gomez diaz-sp-87,1525,0
bruno agostinelli-ca-87,1525,0
alexandre folie-be-90,1525,0
photos kallias-cy-84,1525,0
ivan cerovic-cr-82,1524,0
antonio sancic-cr-88,1524,0
guillaume couillard-mo-75,1523,0
ervin eleskovic-sw-87,1523,0
guillaume legat-fr-77,1523,0
dimitris kleftakos-ge-89,1522,0
rodrigo perez-ch-89,1522,0
simeon ivanov-bu-85,1522,0
radu albot-mo-89,1522,0
aqeel khan-pa-80,1522,0
yassine idmbarek-mo-86,1522,0
marco simoni-it-86,1522,0
nikita kryvonos-un-86,1522,0
masatoshi miyazaki-ja-80,1522,0
enrique olivares-ve-87,1522,0
fabiano de paula-br-88,1522,0
thomas liversage-so-86,1522,0
jakub praibis-cz-82,1521,0
julien maes-fr-81,1521,0
karel triska-cz-84,1521,0
guillermo alcorta olarra-sp-89,1521,0
moises cardenas-pe-90,1520,0
markus hipfl-au-78,1520,0
kenny de schepper-fr-87,1520,0
tobias klein-ge-82,1520,0
aditya hari sasongko-in-88,1520,0
andrej kracman-sl-82,1520,0
marcus fugate-un-88,1520,0
laurynas grigelis-li-91,1520,0
chris klingemann-ca-85,1520,0
mikhail elgin-ru-81,1520,0
agustin tarantino-ar-81,1520,0
baptiste dupuy-fr-81,1519,0
thales turini-br-89,1519,0
alessandro accardo-it-83,1519,0
matthew kandath-un-91,1519,0
brian hung-ho,1519,0
jose pereira-br-91,1519,0
michal navratil-cz-82,1518,0
andy lloyd-un,1518,0
cheuk wai hui-ho-85,1518,0
neil bamford-gr-82,1518,0
alessandro giannessi-it-90,1518,0
sebastian fitz-ge-79,1518,0
sergei demekhine-ru-84,1517,0
mikhail ptukhin-ru-86,1517,0
lazaro navarro batles-cu-74,1517,0
jerome inzerillo-fr-90,1517,0
luca schena-sw-83,1517,0
enrico fioravante-it-90,1517,0
alejandro dominguez-ar-78,1516,0
barry king-ir-85,1516,0
dino bilankov-cr-87,1516,0
michael linzer-au-89,1516,0
juan ferrer-ar-81,1516,0
pavel chekhov-ru-88,1516,0
yves allegro-sw-78,1515,0
ricardo rodriguez-ve-93,1515,0
andrei vasilevski-be-91,1515,0
karunuday singh-in-90,1515,0
gustavo marcaccio-ar-77,1515,0
sascha heinemann-ge-84,1515,0
laurent vigne-fr-86,1515,0
ille van engelen-ne-90,1515,0
marc marco ripoll-sp-81,1515,0
agustin velotti-ar-92,1515,0
takanyi garanganga-zi-90,1515,0
jasper smit-ne-80,1515,0
robert varga-hu-88,1514,0
florian nufer-ge-84,1514,0
jan vacek-cz-76,1514,0
germain gigounon-be-89,1514,0
andres schneiter-ar-76,1514,0
carl bergman-sw-87,1514,0
nicolas bruns-ge-81,1514,0
ryan rowe-un-86,1514,0
richard ruckelshausen-au-87,1514,0
yaoki ishii-ja-77,1513,0
chul hee lee-so-79,1513,0
werner eschauer-au-74,1513,0
mikhail biryukov-ru-92,1513,0
dino marcan-cr-91,1513,0
dawid celt-po-85,1512,0
alun jones-au-80,1512,0
eduardo magadan castro-me-81,1512,0
benjamin dracos-fr-84,1512,0
jaymon crabb-au-78,1512,0
angel jose martin-sp-79,1512,0
karlis lejnieks-la-88,1512,0
myles blake-gr-87,1512,0
frederic petitjean-fr-75,1512,0
michal schmid-cz-88,1512,0
lars uebel-ge-80,1512,0
luis javier cuellar contreras-cu-88,1512,0
gustavo ramirez-pa-86,1512,0
tudor dumitrescu-ro-89,1511,0
carlos calderon rodriguez-sp-88,1511,0
sa chen-ch-90,1511,0
andres arango-ec-87,1511,0
andre wiesler-ge-82,1510,0
shane la porte-un-85,1510,0
piotr dzikiewicz-po-82,1510,0
ryan haviland-un-80,1510,0
andrea agazzi-it-82,1510,0
ian flanagan-gr-82,1510,0
armen gomktsian-ru-82,1510,0
henry estrella-do-86,1510,0
stefano valenti-it-89,1510,0
trevor dobson-un-87,1510,0
brett ross-un-84,1510,0
matthew smith-gr-84,1510,0
francis casey alcantara-ph-92,1510,0
arsenije zlatanovic-se-89,1509,0
john patrick smith-au-89,1509,0
mikhail lifshits-ru-86,1509,0
gonzalo escobar-ec-89,1509,0
treat conrad huey-ph-85,1509,0
victor stanica-ro-87,1509,0
daniel elsner-ge-79,1509,0
martijn van haasteren-ne-80,1509,0
mathias feitsch-au-89,1509,0
allen belobrajdic-au-76,1508,0
haydn lewis-ba-86,1508,0
jan kroslak-sl-74,1508,0
mario radic-cr-82,1508,0
roberto menendez-sp-76,1508,0
alen bisevac-au-89,1508,0
philipp hammer-ge-81,1508,0
denes lukacs-hu-87,1508,0
jan bergmann-ge-89,1508,0
thanh trung hoang-vi-85,1508,0
ante pavic-cr-89,1508,0
kj hippensteel-un-80,1507,0
pedro rico-sp-80,1507,0
clint thomson-ge-84,1507,0
juan carlos spir-co-90,1507,0
marcio petrone-br-80,1507,0
juan pablo yunis-ar-87,1507,0
victor mugurel anagnastopol-ro-86,1507,0
max raditschnigg-au-83,1507,0
petri janse van rensburg-so-84,1507,0
mischa nowicki-ge-91,1507,0
dorian descloix-fr-88,1507,0
alexander bury-be-87,1507,0
mariano hood-ar-73,1507,0
alexander blom-ne-87,1507,0
mattia barducci-it-85,1506,0
jonathan igbinovia-ni-80,1506,0
maxim levanovich-be-90,1506,0
hugo anao-po,1506,0
mate pavic-cr-93,1506,0
ricardo villacorta alonso-sp-85,1506,0
ludwig pellerin-fr-82,1506,0
yannick jankovits-fr-87,1506,0
vladyslav klymenko-uk-88,1506,0
peter torebko-ge-88,1505,0
omar awadhy-un-82,1505,0
sarvar ikramov-uz-85,1505,0
hwan yong choi-so-88,1505,0
robert khoury-un-88,1505,0
sebastien lami-fr-77,1505,0
hiu tung yu-ho-84,1505,0
jonathan brooklyn-gr-91,1505,0
dovydas sakinis-li-92,1505,0
theodor devoty-cz-81,1505,0
christopher kas-ge-80,1505,0
gd jones-ne-86,1505,0
danilo ferraz-br-89,1505,0
bradley cox-un-89,1505,0
alessandro da col-it-78,1504,0
shaun leisher-so-91,1504,0
adirek kundarnpinitvon-th-92,1504,0
sebastian lavie-ne-92,1504,0
eric quigley-un-89,1504,0
daniel stoehr-ge-83,1504,0
mohamed mamoun-eg-81,1504,0
mike scheidweiler-lu-81,1504,0
damiano di ienno-it-89,1504,0
gonzalo bravo pavez-ch-92,1504,0
josip mesin-cr-91,1504,0
andrew bettles-gr-93,1504,0
tony rajaobelina-fr-87,1504,0
romain bocaert-fr-90,1504,0
hovhannes davtyan-ar-85,1504,0
leonardo ramirez-pe-83,1504,0
sebo kiss-hu-83,1504,0
julien maigret-fr-83,1504,0
liang chi huang-ch-92,1503,0
jan hradsky-cz-92,1503,0
ryan young-un-84,1503,0
oliver andrzejczuk-po-88,1503,0
davide bramanti-it-79,1503,0
nikolai soloviev-ru-86,1503,0
tobias wernet-ge-88,1503,0
guillem closa puncernau-sp-88,1503,0
max krammer-au-88,1503,0
sebastian rivera-ec-86,1503,0
arvid puranen-sw-84,1503,0
andrei levine-ru-88,1503,0
filip zeman-cz-88,1503,0
hichem ben bakhma-al-82,1503,0
jannis kahlke-ge-94,1502,0
ashot khacharyan-ru-92,1502,0
michael lai-ho-87,1502,0
mustafa ghouse-in-80,1502,0
renato assad-br-92,1502,0
dean obrien-so-90,1502,0
bruno soares-br-82,1502,0
maciej dilaj-po-79,1502,0
mauricio antun-br-92,1502,0
thomas dupre-fr-74,1502,0
vladislav bondarenko-uk-87,1502,0
marc spicijaric-un-86,1502,0
frederic novas-sw-87,1502,0
rodolphe gilbert-fr-68,1502,0
olivier mutis-fr-78,1502,0
marc garcia roman-sp-89,1502,0
andre mordhorst-ge-87,1501,0
mario arce-br-83,1501,0
robert godlewski-po-84,1501,0
andraz bedene-sl-89,1501,0
stefano tarallo-it-76,1501,0
baptiste maitre-fr-89,1501,0
josef hrabal-cz-85,1501,0
christoph palmanshofer-au-81,1501,0
andrei karatchenia-be-89,1501,0
pablo acevedo-me-86,1501,0
matias bekerman-ar-91,1501,0
lorenz ilg-ge-89,1501,0
alexander rumyantsev-ru-92,1500,0
yannick hanfmann-ge-91,1500,0
erik moberg-sw-92,1500,0
sasa tuksar-cr-83,1500,0
jan masik-cz-83,1500,0
fabio tenneriello-it-75,1500,0
luca pippi-it-91,1500,0
patrick briaud-un-83,1500,0
pavel vizner-cz-70,1500,0
richard irwin-gr-85,1500,0
todd perry-au-76,1500,0
miguel cicenia-ve-88,1500,0
marc andre stratling-ge-86,1500,0
nicolas ngodrela-fr-84,1500,0
daniel manuel sanchez martinez-me-89,1500,0
juan manuel elizondo-me-83,1500,0
alex clayton-un-87,1500,0
adrien puget-fr-91,1500,0
johannes robert van overbeek-un-92,1500,0
facundo garade-ar-87,1500,0
martin emmrich-ge-84,1499,0
federico coria-ar-92,1499,0
alexis musialek-fr-88,1499,0
josue candelas-sp-89,1499,0
antoine benneteau-fr-86,1499,0
prach mahathavorn-th-90,1499,0
sornsakol supakit-th-83,1499,0
mathieu fortin thibaudeau-ca-87,1499,0
simon ede-au-92,1499,0
pablo cerutti-ar-80,1499,0
ezequiel dequino-ar-82,1499,0
manuel jorquera-it-78,1499,0
david luque velasco-sp-84,1499,0
hyun joon kim-so-87,1499,0
juan pablo ramirez-co-91,1499,0
dimitar grabuloski-no-81,1498,0
carl sundberg-no-88,1498,0
maksim bakunin-uk-88,1498,0
ivo mijic-ge-90,1498,0
orion modebe-gr-88,1498,0
fabien robert-fr-76,1498,0
mike bryan-un-78,1498,0
marcel ioan miron-ro-82,1498,0
alfonso perez villegas-me-81,1498,0
pieter calitz-so-75,1498,0
maxime tabatruong-fr-89,1498,0
cheong eui kim-so-90,1498,0
bryan wooten-un-84,1498,0
rafael garcia-br-89,1498,0
ante nakic alfirevic-cr-87,1498,0
clement reix-fr-83,1498,0
nikola bubnic-se-88,1497,0
emilien firmin-fr-90,1497,0
alejo prado-ar-91,1497,0
marcelo amador-me-80,1497,0
oskars vaskis-la-80,1497,0
guido andreozzi-ar-91,1497,0
oriol march ledesma-sp-88,1497,0
roy bruggeling-ne-89,1497,0
nicolas andres rodriguez-ar-88,1497,0
giorgio galimberti-it-76,1497,0
caio gomes-br-92,1497,0
romano frantzen-ne-82,1497,0
calum gee-gr-90,1497,0
michael look-au-87,1497,0
malte stropp-ge-91,1497,0
yugo inoue-ja-90,1497,0
mamadou diallo-se-90,1497,0
rodrigo carvalho-po-91,1497,0
alexandru tanase-ro-83,1497,0
alexander thams-sw-85,1497,0
andy ram-is-80,1497,0
milan pokrajac-ca-87,1497,0
boris nicola bakalov-bu-80,1497,0
juan pablo barriga-me-81,1497,0
george tsivadze-ge-93,1497,0
carlos garcia villanueva-sp-86,1497,0
federico gaio-it-92,1497,0
jeff tarango-un-68,1496,0
bei liu-ch-92,1496,0
paterne mamata-fr-86,1496,0
sergey betov-be-87,1496,0
martin cevasco-ar-88,1496,0
mohcine roudami-mo-86,1496,0
levar harper griffith-un-81,1496,0
miguel angel reyes varela-me-87,1496,0
carlos arboleda garcia-co-90,1496,0
dominik pfeiffer-ge-80,1496,0
juan sebastian vivanco-ec-90,1496,0
martin prikryl-cz-92,1496,0
peter miklusicak-sl-86,1496,0
alexis klegou-be-89,1496,0
serguei tarasevitch-be-87,1496,0
konstantin kremeshkov-ru-86,1496,0
peter lucassen-ne-88,1496,0
yu chang-ch-88,1495,0
divij sharan-in-86,1495,0
cyril saulnier-fr-75,1495,0
miliaan niesten-ne-88,1495,0
florent scaccianoce-fr,1495,0
manfred jeske-so-92,1495,0
clint boling-un-84,1495,0
bolaji olawepo-ni-86,1495,0
stanislav poplavskyy-uk-91,1495,0
maximiliano estevez-ar-89,1495,0
thomas michaud-fr-83,1495,0
abel rincon vazquez-sp-86,1495,0
dennis van scheppingen-ne-75,1495,0
jordi munoz abreu-ve-90,1495,0
gregor repina-sl-87,1494,0
diego sebastian schwartzman-ar-92,1494,0
stefan borg-sw-83,1494,0
slavko bjelica-se-87,1494,0
shahand esmaeili-ir-87,1494,0
aaron yovan-un-84,1494,0
xavier smith-un-88,1494,0
luca serena-it-80,1494,0
leander van der vaart-ne-87,1494,0
lucas arnold ker-ar-74,1494,0
stephen amritraj-in-84,1494,0
marko mijacevic-cr-88,1494,0
dominic stoeckler-sw-84,1494,0
matthieu roy-fr-89,1494,0
masato hatanaka-ja-81,1494,0
hyung kwon kim-so-84,1494,0
mehdi bouras-al-88,1494,0
man hyo lee-so-88,1494,0
marcelo palacios siegenthale-sp-89,1494,0
julien cassaigne-fr-82,1494,0
daniil proskura-es-92,1494,0
francisco olivares-ch-88,1494,0
arjan pastoors-ne-89,1494,0
marc powers-un-90,1493,0
benas majauskas-li-92,1493,0
justin diao natale-un-81,1493,0
ahmed abdrabuh-sy-85,1493,0
tom burn-gr-85,1493,0
daniel berta-sw-92,1493,0
richard muzaev-ru-92,1493,0
phillip king-un-81,1493,0
philippe frayssinoux-fr-86,1493,0
aleksandr nedovyesov-ka-87,1493,0
mauro bosio-it-82,1493,0
maciej lorenz-po-87,1493,0
michael lux-ge,1493,0
dean jackson-ge-87,1493,0
tim verlin-au-84,1493,0
yutaro masuo-ja-91,1493,0
vorachit runglertmaneepong-th-90,1493,0
diego acosta-ec-92,1493,0
renzo olivo-ar-92,1493,0
miles armstrong-au-86,1493,0
adam kennedy-au-83,1493,0
mait kunnap-es-82,1493,0
henri laaksonen-sw-92,1493,0
alain ntamag-fr-88,1493,0
gvidas sabeckis-li-84,1493,0
faisal aidil-in-88,1493,0
luis felipe contreras-ch-83,1492,0
andrey yakovlev-ru-92,1492,0
peerakiat siriluethaiwattana-th-89,1492,0
jason marshall-un-78,1492,0
alex miotto-gr-84,1492,0
guillermo bujniewicz-ar-86,1492,0
daniel santos-pe-94,1492,0
eric butorac-un-81,1492,0
robert lindstedt-sw-77,1492,0
filippo bettini-it-86,1492,0
alastair barnes-gr-91,1492,0
abhaya prakash-in-85,1492,0
marcus sarstrand-sw-78,1492,0
sergio rojas-pe-88,1492,0
pablo garcia gaitan-sp-78,1492,0
mohammed fetov-sw-84,1492,0
aurelien david-fr-87,1492,0
clifford marsland-au-90,1492,0
jonathan ribaste-un-88,1492,0
jorge vazquez catoira-sp-85,1492,0
lukas michl-cz-90,1492,0
miquel perez puigdomenech-sp-84,1492,0
elie rousset-fr-89,1492,0
juan manuel arganaras-ar-88,1492,0
fedor doudtchik-be-82,1492,0
quino munoz-sp-75,1491,0
joel kielbowicz-un-83,1491,0
colin purcell-un-84,1491,0
ruslan bekoev-ru,1491,0
michal nevrela-ne-89,1491,0
mario haider maurer-au-84,1491,0
tomas rohan-cz-90,1491,0
alexander somogyi-sl-88,1491,0
ilya lebedev-ru-90,1491,0
nicolas meister-un-89,1491,0
sandor martinez breijo-cu-81,1491,0
jeff dadamo-un-89,1491,0
idan rosenberg-is-83,1491,0
damir dzumhur-bo-92,1491,0
alexander krasnorutskiy-ru-87,1491,0
johan brunstrom-sw-80,1491,0
daniel andrus-un-84,1491,0
diego garavito-co-91,1491,0
anthony azcoaga-fr-80,1491,0
anton galkin-ru-91,1491,0
giuseppe menga-it-76,1491,0
syrym abdukhalikov-ka-87,1491,0
francisco zambon-br-93,1491,0
david martin-un-81,1491,0
jose carlos gutierrez pliego-me-90,1491,0
leos friedl-cz-77,1491,0
razvan lupsescu-ro-79,1491,0
minh quan do-vi-84,1491,0
pablo romero otero-sp-83,1490,0
philip lang-au-90,1490,0
yannik reuter-be-91,1490,0
marco pedrini-it-83,1490,0
alberto torchia-ar-82,1490,0
augusto meirelles-br-91,1490,0
juan javier estenssoro-bo-91,1490,0
aleksandar markov-bu-89,1490,0
magin ortiga-co-90,1490,0
albert loncaric-cr-81,1490,0
anton stryhas-be-87,1490,0
luciano doria-ar-93,1490,0
naim azhar-be-89,1490,0
roman tudoreanu-mo-87,1490,0
alexander nonnekes-ne-84,1490,0
anthony gomez-un-84,1490,0
chemseddine belal-mo-77,1490,0
ehsan nourzade-ir-90,1490,0
fakhraddin shirinov-az-87,1490,0
filip vittek-sl-93,1490,0
jiri novy-cz-80,1490,0
jt sundling-un-91,1490,0
juan bolona-ec-91,1490,0
leander paes-in-73,1490,0
maxim dubarenco-mo-93,1490,0
minu lee-so-85,1490,0
ryota doi-ja-88,1490,0
shane templeman-un-83,1490,0
luiz guilherme deneka-br-85,1490,0
jeff coetzee-so-77,1490,0
razvan andrei cojocaru-ro-88,1490,0
julian gast-ge-80,1490,0
petr michnev-cz-89,1490,0
nikunj siwach-in-89,1490,0
khaled al thawadi-ba-86,1490,0
richard becker-ge-91,1490,0
michael samara-un-86,1490,0
cahit kapukiran-tu-93,1490,0
alexander cornelissen-be-89,1490,0
john lamble-un-92,1490,0
dominick mueller-ge,1490,0
vijayant malik-in-90,1490,0
luca stoppini-it-84,1490,0
tatsuya sawada-ja-80,1490,0
kamil filali-mo-84,1490,0
chris kwon-un-85,1490,0
greg hill usa-un-77,1490,0
horia tecau-ro-85,1490,0
dylan sessagesimi-sw-89,1490,0
karue sell-br-93,1490,0
nima madami-sw,1490,0
ion moldovan-ro-78,1490,0
manuel agustin belda-ar-92,1490,0
christian schultz-un-90,1489,0
franco agamenone-ar-93,1489,0
ashwin vijayragavan-in-89,1489,0
jan plewinski-po-85,1489,0
jean baptiste poux gautier-an-81,1489,0
alexandre spoerri-sw-82,1489,0
yannick thivant-fr-87,1489,0
david vukasinec-au-80,1489,0
bruno tiberti-ar-89,1489,0
mark zakovsek-sl-89,1489,0
hristosko atanasov-bu-84,1489,0
pedro rogar-br-90,1489,0
jonathan tragardh-un-86,1489,0
john otu-ni-84,1489,0
dariel leon-br-87,1489,0
mohamed el nazer-eg-82,1489,0
bumpei sato-ja-85,1489,0
harutyun sofyan-ar-83,1489,0
georgy kurochkin-ru-89,1489,0
max jones-gr-86,1489,0
felipe mantilla-co-93,1489,0
alberto sibona-it-91,1489,0
alexandr zotov-be-88,1489,0
slobodan jevtic-se-92,1489,0
giordano boza-br-88,1489,0
aaron may-un-90,1489,0
mauricio perez mota-ar-93,1489,0
stephen huss-au-75,1489,0
gabriel marcolino-br-91,1489,0
jurica grubisic-cr-88,1489,0
julian dehn-ge-89,1489,0
masato shiga-ja-91,1489,0
thiago augusto bitencourt pinheiro-br-93,1489,0
jorge alejandro suarez zuleta-co-91,1489,0
jose luis desena-ar-82,1489,0
karl erik paaro-es-89,1489,0
angel ruiz cotorro-sp-92,1489,0
joey b burkhardt-un-90,1489,0
colt gaston-un-85,1489,0
reid carleton-un-89,1489,0
gal hakak-is-91,1489,0
oscar posada-ve-83,1489,0
torgom asatryan-ar-91,1489,0
ruben gonzales-ph-85,1489,0
christian matic-ge-86,1489,0
timon reichelt-ge-89,1489,0
jiri kosler-cz-89,1488,0
ener gursoy-tu-83,1488,0
inaki alcalde perez ilzarb-sp-83,1488,0
lauri kiiski-fi-80,1488,0
ken onoda-ja-88,1488,0
pablo gonzalez-co-82,1488,0
patrick prader-it-86,1488,0
tobias obenaus-au-88,1488,0
francisco aparicio-ar-91,1488,0
gilles kremer-lu,1488,0
rogan egerton-gr-87,1488,0
shalva dzhanashia-ru-92,1488,0
luka starc-sl-89,1488,0
alexis heugas-fr-90,1488,0
alberto cammarata-it-93,1488,0
ricardo schlachter-br-77,1488,0
ali ibshara-au-84,1488,0
joo hyo park-so-85,1488,0
mariusz fyrstenberg-po-80,1488,0
marius adrian cirstea-ro-90,1488,0
markus egger-au-83,1488,0
fabricio custode-ec-71,1488,0
vedran ljubicic-cr-91,1488,0
calin paar-ge-89,1488,0
renato terra-br-90,1488,0
andres dellatorre-ar-80,1488,0
sergio olivares-ve-78,1488,0
ben qiang zhu-ch-79,1488,0
nikola martinovic-cr-84,1488,0
alessandro sarra-it-86,1488,0
gregg hill-un-63,1488,0
nat maraga-au-91,1487,0
bob van duijn-ne-87,1487,0
ola rorvik bakke-no-88,1487,0
bruno luciano mazziotti-ar-92,1487,0
tomasz bednarek-po-81,1487,0
joss espasandin-sw-90,1487,0
igor zelenay-sl-82,1487,0
nicolas kicker-ar-92,1487,0
constant lestienne-fr-92,1487,0
martin sinner-ge-68,1487,0
rares georgescu-ro-83,1487,0
ruslan miroshnichenko-uk,1487,0
joel lindner-au-89,1487,0
john houston barrick-un-89,1487,0
stefan lindmark-sw-93,1487,0
farshad talavar-ir,1487,0
alejandro correa-ar-79,1487,0
g jones-ne-86,1487,0
khevan somasundram-ma,1487,0
nick coutts-ca-83,1487,0
rasmus jonasson-sw-89,1487,0
ramiro arias moreno-ar-91,1487,0
rodolfo jauregui sainz de rozas-me-93,1487,0
leury arias-do-90,1487,0
willy lebendje-ga-91,1487,0
shinnosuke otsuka-ja-85,1487,0
alan bevan-gr-90,1487,0
mohammed faizal bin othman-ma-83,1487,0
boris conkic-se-87,1487,0
frederic lageat-fr-85,1487,0
facundo gomez-ar-91,1487,0
jack schipanski-au-94,1487,0
ryan mcbride-un-83,1487,0
marc abdulnour-sy-88,1487,0
oleksiy odazhyu-uk-91,1487,0
jerome becker-ge-85,1487,0
milos koprivica-se-80,1487,0
nikolaos kokkotas-gr-92,1487,0
nihal kapoor-in-90,1487,0
hendrik bode-ge-84,1487,0
andrei daescu-ro-88,1487,0
brad weston-au-80,1487,0
alexandre schnitman-br-92,1487,0
quoc khanh le-vi-82,1487,0
shu saito-ja-92,1487,0
adolfo miguel pontigo tovar-me-87,1487,0
pawel kur-po-90,1487,0
roberto dadamo-it-87,1487,0
cristian bohorquez-co-86,1487,0
marcin maszczyk-po-83,1486,0
felipe rios-ch-92,1486,0
saad benkirane-mo-89,1486,0
musashi hoshino-ja-90,1486,0
komlavi loglo-to-84,1486,0
armel collinot-fr-84,1486,0
gabriel ruiz auad-bo-94,1486,0
jong guk ho-so-85,1486,0
josh nelson-au-91,1486,0
dariusz kuligowski-ge-87,1486,0
marcelo michelucci-br-88,1486,0
marcos esparcia omedas-sp-92,1486,0
ivan petrov-bu-92,1486,0
adrian guzman-me-88,1486,0
alexander tabares-cu-72,1486,0
oleg dmitriev-ru-83,1486,0
marlon van ingen-ne-88,1486,0
charles weber-un-82,1486,0
kiril dimitrov-bu-87,1486,0
eric roberson-un-86,1486,0
mauricio doria medina-bo-88,1486,0
salvador rodriguez mayoralas-sp-86,1486,0
radu traian ionescu-ro-87,1486,0
matthew hicks-au-83,1486,0
jarmaine jenkins-un-84,1486,0
anas fattar-mo-87,1486,0
laerte di falco-it-86,1486,0
tomas caprotta-ar-92,1486,0
vishal punna-in-84,1486,0
william ward-ne-86,1486,0
alessandro lorenzon-it-86,1486,0
constantin alexandru stohor-ro-89,1486,0
german gaich-ar-87,1486,0
dejan djokic-se-80,1486,0
vlad alex marinescu-ro-88,1486,0
nicholas john andrews-un-90,1486,0
gerhard fahlke-ge-74,1486,0
saso bende-sl-86,1486,0
aleksandar mihailovski-bu-88,1486,0
borut puc-cr-91,1486,0
moritz baumann-ge-87,1486,0
andrzej mach-po-81,1486,0
kevin konfederak-ar-91,1486,0
piotr banas-po-85,1486,0
george von massow-ge-90,1486,0
neil pauffley-gr-90,1486,0
manuel rezzaghi-it-77,1486,0
mahesh bhupathi-in-74,1486,0
victor acurcio machado-br-91,1486,0
chang hyun kang-so-88,1486,0
markus ingold-ge-85,1486,0
tommaso lago-it-92,1486,0
deivids juksa-la-90,1486,0
abraham gonzalez jimenez-sp-89,1486,0
keith patrick crowley-so-88,1486,0
ahmed borai-eg-91,1485,0
nicolas guillaume-fr-74,1485,0
ilias giannakakis-gr-91,1485,0
rafael paez-br-91,1485,0
carlos gonzalez leiva-ch-80,1485,0
christoph hodl-au-87,1485,0
daniel whitehead-un-90,1485,0
lukas vojtechovsky-cz-71,1485,0
jason jung-ch-89,1485,0
cherif zaher-eg-79,1485,0
giovanni bottai-it-91,1485,0
naveen sai-in,1485,0
aleksandre kondulukov-ru-92,1485,0
adam thompson-ne-82,1485,0
francesco borgo-it-85,1485,0
mackenzie mcdonald-un-95,1485,0
marcos conde jackson-sp-82,1485,0
jason tahir-un-93,1485,0
christophe squarta-fr-92,1485,0
matteo colla-it-75,1485,0
rafael coutinho-ve-91,1485,0
elliot keyser-au-90,1485,0
alan muzati-ru-89,1485,0
fotis triantis-gr-90,1485,0
daniel krajnovic-cr-80,1485,0
armin hirner-au-89,1485,0
tobias hinzmann-ge-82,1485,0
james meredith-ne-90,1485,0
daniiar duldaev-ky-92,1485,0
antti tuomi-fi-83,1485,0
diego soto gonzalez-sp-92,1485,0
aleksander klenar-sl-89,1485,0
christopher diaz figueroa-gu-90,1485,0
davey sandgren-un-87,1485,0
amer mezri-qa,1485,0
thomas flury-sw-81,1485,0
rafael saraiva-br-88,1485,0
clemens breuss-au-84,1485,0
zalan klempa-sl-90,1485,0
christoph muller-ge-86,1485,0
christoph steiner-au-86,1485,0
nemanja kontic-mo-81,1485,0
flavio malagutti-br-91,1485,0
leonel videla-ar-89,1485,0
henrik soderberg-sw-81,1485,0
andrey veykut-ru-89,1485,0
joe bates-un-82,1485,0
michal sekula-po-88,1485,0
jean ayissi etele-ca-92,1485,0
matej zlatkovic-sl-88,1485,0
andrea roscioli-it-82,1485,0
angel mirchev-bu-90,1485,0
yusuke watanuki-ja-90,1485,0
alex satschko-ge-80,1485,0
jordi vives-sp-92,1485,0
david pel-ne-91,1485,0
hannay carbonell-me-91,1485,0
rodrigo orozco-ar-85,1485,0
bruno schick-br-87,1485,0
mike urbanija-sl-89,1485,0
arthur beavis-un-87,1485,0
gilles lagardere-fr-80,1484,0
